,GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17,geometry
0,Id,Id2,Geography,Total:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more",
469,1500000US360470207003,360470207003,"Block Group 3, Census Tract 207, Kings County, New York",539,22,19,9,19,26,13,23,22,22,78,71,76,43,16,25,55,"POLYGON ((-73.969178 40.676785, -73.966296 40.67618, -73.966613 40.67530199999999, -73.967519 40.675492, -73.968999 40.674713, -73.969498 40.675906, -73.969178 40.676785))"
470,1500000US360470208001,360470208001,"Block Group 1, Census Tract 208, Kings County, New York",325,46,9,14,13,19,23,39,7,18,13,46,31,21,13,13,0,"POLYGON ((-74.00887899999999 40.625802, -74.00829899999999 40.626361, -74.006095 40.62503299999999, -74.00667799999999 40.62447299999999, -74.00726 40.623915, -74.009462 40.625243, -74.00887899999999 40.625802))"
471,1500000US360470208002,360470208002,"Block Group 2, Census Tract 208, Kings County, New York",366,36,43,35,20,19,7,7,0,37,61,24,45,21,11,0,0,"POLYGON ((-74.01166499999999 40.626574, -74.011082 40.627134, -74.00887899999999 40.625802, -74.009462 40.625243, -74.00726 40.623915, -74.00783899999999 40.623355, -74.010042 40.624686, -74.01224499999999 40.626016, -74.01166499999999 40.626574))"
472,1500000US360470208003,360470208003,"Block Group 3, Census Tract 208, Kings County, New York",326,28,13,35,6,26,12,12,29,30,20,20,48,13,0,25,9,"POLYGON ((-74.01285799999999 40.628207, -74.012142 40.628684, -74.01050000000001 40.627693, -74.00829899999999 40.626361, -74.00887899999999 40.625802, -74.011082 40.627134, -74.01166499999999 40.626574, -74.013572 40.627728, -74.01285799999999 40.628207))"
473,1500000US360470210001,360470210001,"Block Group 1, Census Tract 210, Kings County, New York",432,54,35,23,48,33,20,36,12,35,12,20,47,29,7,15,6,"POLYGON ((-74.007834 40.626809, -74.00655399999999 40.62804, -74.00435 40.626711, -74.004932 40.626151, -74.00565499999999 40.625455, -74.006095 40.62503299999999, -74.00829899999999 40.626361, -74.007834 40.626809))"
474,1500000US360470210002,360470210002,"Block Group 2, Census Tract 210, Kings County, New York",463,42,75,33,18,48,36,23,32,26,50,27,28,14,11,0,0,"POLYGON ((-74.010014 40.628162, -74.009919 40.628252, -74.008754 40.629371, -74.00655399999999 40.62804, -74.007834 40.626809, -74.00829899999999 40.626361, -74.01050000000001 40.627693, -74.010014 40.628162))"
475,1500000US360470210003,360470210003,"Block Group 3, Census Tract 210, Kings County, New York",407,57,34,16,14,44,47,37,33,7,10,32,25,22,0,0,29,"POLYGON ((-74.011428 40.629162, -74.010004 40.630113, -74.008754 40.629371, -74.009919 40.628252, -74.010014 40.628162, -74.01050000000001 40.627693, -74.012142 40.628684, -74.011428 40.629162))"
476,1500000US360470212001,360470212001,"Block Group 1, Census Tract 212, Kings County, New York",609,125,66,64,27,42,20,38,21,36,57,39,20,6,23,10,15,"POLYGON ((-74.007739 40.63163, -74.00702299999999 40.63211, -74.004137 40.630364, -74.001931 40.629033, -74.002515 40.628475, -74.004718 40.629804, -74.005298 40.62924599999999, -74.007503 40.630576, -74.008456 40.63115, -74.007739 40.63163))"
477,1500000US360470212002,360470212002,"Block Group 2, Census Tract 212, Kings County, New York",367,78,41,8,30,26,7,35,6,15,37,23,23,15,23,0,0,"POLYGON ((-74.005926 40.628644, -74.005298 40.62924599999999, -74.004718 40.629804, -74.002515 40.628475, -74.00309899999999 40.627916, -74.00435 40.626711, -74.00655399999999 40.62804, -74.005926 40.628644))"
478,1500000US360470212003,360470212003,"Block Group 3, Census Tract 212, Kings County, New York",379,53,41,38,29,21,26,22,15,5,0,60,41,14,7,0,7,"POLYGON ((-74.009224 40.630634, -74.008456 40.63115, -74.007503 40.630576, -74.005298 40.62924599999999, -74.005926 40.628644, -74.00655399999999 40.62804, -74.008754 40.629371, -74.010004 40.630113, -74.009224 40.630634))"
479,1500000US360470213001,360470213001,"Block Group 1, Census Tract 213, Kings County, New York",469,139,23,15,52,42,27,15,12,15,24,30,53,9,5,0,8,"POLYGON ((-73.962622 40.671629, -73.961338 40.671352, -73.959047 40.670882, -73.95797399999999 40.670657, -73.958609 40.6689, -73.95971 40.669128, -73.962194 40.669641, -73.962622 40.671629))"
480,1500000US360470213002,360470213002,"Block Group 2, Census Tract 213, Kings County, New York",812,162,37,70,45,73,99,65,32,30,44,64,59,13,7,0,12,"POLYGON ((-73.962194 40.669641, -73.95971 40.669128, -73.958609 40.6689, -73.959245 40.667142, -73.96032199999999 40.667364, -73.961806 40.66768099999999, -73.962194 40.669641))"
481,1500000US360470213003,360470213003,"Block Group 3, Census Tract 213, Kings County, New York",567,127,27,51,45,76,23,57,14,14,69,20,23,8,6,7,0,"POLYGON ((-73.961806 40.66768099999999, -73.96032199999999 40.667364, -73.959245 40.667142, -73.960337 40.664108, -73.96061499999999 40.663303, -73.960956 40.66328499999999, -73.961258 40.664802, -73.961806 40.66768099999999))"
482,1500000US360470214001,360470214001,"Block Group 1, Census Tract 214, Kings County, New York",275,77,0,8,44,22,11,0,17,14,7,51,7,7,0,10,0,"POLYGON ((-74.00355399999999 40.630923, -74.002348 40.632084, -74.00176399999999 40.632645, -73.999561 40.631315, -74.000748 40.630175, -74.00134899999999 40.629598, -74.001931 40.629033, -74.004137 40.630364, -74.00355399999999 40.630923))"
483,1500000US360470214002,360470214002,"Block Group 2, Census Tract 214, Kings County, New York",283,58,30,0,0,16,46,21,10,0,9,47,20,26,0,0,0,"POLYGON ((-74.00556399999999 40.633084, -74.00410699999999 40.63406, -74.00398899999999 40.63399, -74.00176399999999 40.632645, -74.002348 40.632084, -74.00355399999999 40.630923, -74.004137 40.630364, -74.00702299999999 40.63211, -74.00556399999999 40.633084))"
484,1500000US360470215001,360470215001,"Block Group 1, Census Tract 215, Kings County, New York",260,39,19,31,26,37,29,28,8,11,16,0,0,0,0,16,0,"POLYGON ((-73.963183 40.675529, -73.96007399999999 40.674878, -73.96070899999999 40.673122, -73.962954 40.67359, -73.963331 40.67556099999999, -73.963183 40.675529))"
485,1500000US360470215002,360470215002,"Block Group 2, Census Tract 215, Kings County, New York",411,87,49,34,9,18,37,24,9,21,55,47,10,0,0,0,11,"POLYGON ((-73.962954 40.67359, -73.96070899999999 40.673122, -73.961338 40.671352, -73.962622 40.671629, -73.962788 40.672773, -73.962954 40.67359))"
486,1500000US360470215003,360470215003,"Block Group 3, Census Tract 215, Kings County, New York",1799,167,95,51,16,115,252,91,89,144,157,135,268,73,38,70,38,"POLYGON ((-73.966942 40.674416, -73.962954 40.67359, -73.962788 40.672773, -73.967191 40.673694, -73.966942 40.674416))"
487,1500000US360470216001,360470216001,"Block Group 1, Census Tract 216, Kings County, New York",277,52,31,43,29,21,3,0,0,15,14,33,29,7,0,0,0,"POLYGON ((-73.99781299999999 40.632996, -73.995617 40.631667, -73.997359 40.629986, -73.999561 40.631315, -73.99781299999999 40.632996))"
488,1500000US360470216002,360470216002,"Block Group 2, Census Tract 216, Kings County, New York",311,35,23,18,12,48,7,0,29,28,5,7,49,50,0,0,0,"POLYGON ((-74.000016 40.634326, -73.99781299999999 40.632996, -73.999561 40.631315, -74.00176399999999 40.632645, -74.000016 40.634326))"
489,1500000US360470216003,360470216003,"Block Group 3, Census Tract 216, Kings County, New York",397,59,67,11,96,38,9,16,7,11,13,31,26,5,0,8,0,"POLYGON ((-74.00410699999999 40.63406, -74.00195699999999 40.635497, -74.000016 40.634326, -74.00176399999999 40.632645, -74.00398899999999 40.63399, -74.00410699999999 40.63406))"
490,1500000US360470217001,360470217001,"Block Group 1, Census Tract 217, Kings County, New York",1457,265,144,97,85,113,93,76,56,71,144,87,119,63,28,12,4,"POLYGON ((-73.96007399999999 40.674878, -73.95670299999999 40.674171, -73.957021 40.673294, -73.95733899999999 40.672414, -73.96070899999999 40.673122, -73.96007399999999 40.674878))"
491,1500000US360470218001,360470218001,"Block Group 1, Census Tract 218, Kings County, New York",365,70,54,82,18,10,24,10,6,0,16,69,6,0,0,0,0,"POLYGON ((-73.996067 40.634673, -73.993866 40.633347, -73.995617 40.631667, -73.99781299999999 40.632996, -73.996067 40.634673))"
492,1500000US360470218002,360470218002,"Block Group 2, Census Tract 218, Kings County, New York",369,83,28,10,11,17,4,46,19,14,33,30,29,22,16,0,7,"POLYGON ((-73.998265 40.63600599999999, -73.996067 40.634673, -73.99781299999999 40.632996, -74.000016 40.634326, -73.998265 40.63600599999999))"
493,1500000US360470218003,360470218003,"Block Group 3, Census Tract 218, Kings County, New York",298,38,28,5,35,24,17,10,19,0,35,43,26,8,0,10,0,"POLYGON ((-74.00195699999999 40.635497, -73.99980699999999 40.636936, -73.998265 40.63600599999999, -74.000016 40.634326, -74.00195699999999 40.635497))"
494,1500000US360470219001,360470219001,"Block Group 1, Census Tract 219, Kings County, New York",370,75,6,17,73,50,0,11,15,21,12,17,58,0,0,9,6,"POLYGON ((-73.95670299999999 40.674171, -73.953999 40.673632, -73.95293699999999 40.673571, -73.953019 40.672681, -73.95431599999999 40.672754, -73.957021 40.673294, -73.95670299999999 40.674171))"
495,1500000US360470219002,360470219002,"Block Group 2, Census Tract 219, Kings County, New York",362,48,17,25,38,27,20,24,0,20,67,13,24,39,0,0,0,"POLYGON ((-73.957021 40.673294, -73.95431599999999 40.672754, -73.953019 40.672681, -73.953187 40.670898, -73.95463699999999 40.671872, -73.95733899999999 40.672414, -73.957021 40.673294))"
496,1500000US360470219003,360470219003,"Block Group 3, Census Tract 219, Kings County, New York",700,167,55,51,97,55,51,52,20,10,19,63,34,26,0,0,0,"POLYGON ((-73.95733899999999 40.672414, -73.95463699999999 40.671872, -73.953187 40.670898, -73.95327 40.670007, -73.955269 40.670125, -73.95797399999999 40.670657, -73.95733899999999 40.672414))"
497,1500000US360470220001,360470220001,"Block Group 1, Census Tract 220, Kings County, New York",378,91,25,28,36,23,10,31,31,19,8,14,30,16,9,0,7,"POLYGON ((-73.99373799999999 40.636914, -73.991539 40.635583, -73.99212 40.635026, -73.9927 40.634467, -73.994894 40.63579, -73.99373799999999 40.636914))"
498,1500000US360470220002,360470220002,"Block Group 2, Census Tract 220, Kings County, New York",272,61,47,16,31,14,31,8,4,0,22,8,12,0,0,12,6,"POLYGON ((-73.997686 40.63656599999999, -73.994894 40.63579, -73.9927 40.634467, -73.993284 40.633906, -73.993866 40.633347, -73.996067 40.634673, -73.998265 40.63600599999999, -73.997686 40.63656599999999))"
499,1500000US360470220003,360470220003,"Block Group 3, Census Tract 220, Kings County, New York",308,36,46,41,16,9,12,17,14,18,29,22,7,25,0,10,6,"POLYGON ((-73.99909099999999 40.637415, -73.998374 40.637893, -73.994894 40.63579, -73.997686 40.63656599999999, -73.998265 40.63600599999999, -73.99980699999999 40.636936, -73.99909099999999 40.637415))"
500,1500000US360470220004,360470220004,"Block Group 4, Census Tract 220, Kings County, New York",377,73,21,64,39,16,20,0,56,25,0,9,6,13,20,15,0,"POLYGON ((-73.99694199999999 40.638853, -73.99373799999999 40.636914, -73.994894 40.63579, -73.998374 40.637893, -73.99694199999999 40.638853))"
501,1500000US360470221001,360470221001,"Block Group 1, Census Tract 221, Kings County, New York",613,161,41,132,47,61,6,19,27,20,16,14,35,30,0,0,4,"POLYGON ((-73.95547499999999 40.67757599999999, -73.955309 40.67927299999999, -73.95300499999999 40.678815, -73.95267799999999 40.677027, -73.952687 40.676245, -73.955749 40.676807, -73.95547499999999 40.67757599999999))"
502,1500000US360470221002,360470221002,"Block Group 2, Census Tract 221, Kings County, New York",443,160,36,26,18,23,36,0,9,14,16,30,37,26,0,5,7,"POLYGON ((-73.957149 40.676154, -73.955749 40.676807, -73.952687 40.676245, -73.95276799999999 40.675355, -73.953688 40.674501, -73.95638599999999 40.67505, -73.957487 40.675281, -73.957149 40.676154))"
503,1500000US360470221003,360470221003,"Block Group 3, Census Tract 221, Kings County, New York",354,51,61,7,45,19,50,6,19,13,44,14,19,0,0,0,6,"POLYGON ((-73.95638599999999 40.67505, -73.953688 40.674501, -73.95276799999999 40.675355, -73.952849 40.674462, -73.95293699999999 40.673571, -73.953999 40.673632, -73.95670299999999 40.674171, -73.95638599999999 40.67505))"
504,1500000US360470222001,360470222001,"Block Group 1, Census Tract 222, Kings County, New York",450,66,42,52,76,33,29,29,0,13,37,24,20,16,0,6,7,"POLYGON ((-73.99140799999999 40.639156, -73.989206 40.63782399999999, -73.989789 40.63726399999999, -73.99037299999999 40.636705, -73.990956 40.636145, -73.99315299999999 40.637476, -73.99140799999999 40.639156))"
505,1500000US360470222002,360470222002,"Block Group 2, Census Tract 222, Kings County, New York",366,74,41,23,67,18,15,16,28,0,15,19,34,16,0,0,0,"POLYGON ((-73.99622699999999 40.639331, -73.99315299999999 40.637476, -73.990956 40.636145, -73.991539 40.635583, -73.99373799999999 40.636914, -73.99694199999999 40.638853, -73.99622699999999 40.639331))"
506,1500000US360470222003,360470222003,"Block Group 3, Census Tract 222, Kings County, New York",508,68,70,31,27,55,43,51,5,31,12,31,29,55,0,0,0,"POLYGON ((-73.99551 40.63981, -73.994795 40.640288, -73.994331 40.6406, -73.99407699999999 40.64077, -73.99140799999999 40.639156, -73.99315299999999 40.637476, -73.99622699999999 40.639331, -73.99551 40.63981))"
507,1500000US360470223001,360470223001,"Block Group 1, Census Tract 223, Kings County, New York",272,68,29,6,32,9,10,23,0,0,0,34,28,27,0,0,6,
508,1500000US360470223002,360470223002,"Block Group 2, Census Tract 223, Kings County, New York",474,163,31,8,30,20,42,38,46,48,13,17,3,7,0,8,0,
509,1500000US360470223003,360470223003,"Block Group 3, Census Tract 223, Kings County, New York",595,94,29,77,42,42,35,38,57,22,53,73,5,17,0,0,11,
510,1500000US360470224001,360470224001,"Block Group 1, Census Tract 224, Kings County, New York",253,45,11,6,0,11,0,18,10,9,27,43,42,13,0,18,0,"POLYGON ((-73.98907699999999 40.641396, -73.986876 40.640069, -73.987455 40.639505, -73.988039 40.638947, -73.99024399999999 40.640275, -73.98907699999999 40.641396))"
511,1500000US360470224002,360470224002,"Block Group 2, Census Tract 224, Kings County, New York",385,91,20,35,41,25,5,28,24,46,26,4,32,8,0,0,0,"POLYGON ((-73.99024399999999 40.640275, -73.988039 40.638947, -73.98862 40.638385, -73.989206 40.63782399999999, -73.99140799999999 40.639156, -73.99024399999999 40.640275))"
512,1500000US360470224003,360470224003,"Block Group 3, Census Tract 224, Kings County, New York",348,89,23,23,37,21,23,23,21,15,20,3,19,11,5,9,6,"POLYGON ((-73.992644 40.641728, -73.99024399999999 40.640275, -73.99140799999999 40.639156, -73.99407699999999 40.64077, -73.992644 40.641728))"
513,1500000US360470224004,360470224004,"Block Group 4, Census Tract 224, Kings County, New York",411,70,34,11,48,21,15,8,7,16,62,29,25,27,22,16,0,"POLYGON ((-73.991929 40.642205, -73.991213 40.642686, -73.99049699999999 40.643164, -73.988494 40.641956, -73.98907699999999 40.641396, -73.99024399999999 40.640275, -73.992644 40.641728, -73.991929 40.642205))"
514,1500000US360470225001,360470225001,"Block Group 1, Census Tract 225, Kings County, New York",203,49,24,0,47,15,8,16,23,0,11,0,0,10,0,0,0,
515,1500000US360470225002,360470225002,"Block Group 2, Census Tract 225, Kings County, New York",93,35,0,5,0,10,27,0,6,0,0,10,0,0,0,0,0,
516,1500000US360470226001,360470226001,"Block Group 1, Census Tract 226, Kings County, New York",333,107,38,46,23,35,23,9,0,5,8,32,0,7,0,0,0,"POLYGON ((-73.98791 40.642517, -73.98673099999999 40.643574, -73.98589699999999 40.643068, -73.98299399999999 40.64132499999999, -73.982337 40.64097599999999, -73.983502 40.639857, -73.984088 40.639297, -73.988494 40.641956, -73.98791 40.642517))"
517,1500000US360470226002,360470226002,"Block Group 2, Census Tract 226, Kings County, New York",358,55,48,20,30,23,6,19,41,15,37,19,36,9,0,0,0,"POLYGON ((-73.989059 40.644119, -73.98835 40.644562, -73.98673099999999 40.643574, -73.98791 40.642517, -73.988494 40.641956, -73.99049699999999 40.643164, -73.989059 40.644119))"
518,1500000US360470227001,360470227001,"Block Group 1, Census Tract 227, Kings County, New York",325,67,71,0,54,0,0,10,17,29,15,34,22,6,0,0,0,"POLYGON ((-73.95611199999999 40.683333, -73.953954 40.683581, -73.95366199999999 40.682115, -73.95351599999999 40.681383, -73.95337099999999 40.680641, -73.95566599999999 40.681137, -73.95611199999999 40.683333))"
519,1500000US360470227002,360470227002,"Block Group 2, Census Tract 227, Kings County, New York",271,64,9,0,12,41,14,0,33,0,9,32,18,13,14,12,0,"POLYGON ((-73.958586 40.681743, -73.95566599999999 40.681137, -73.95337099999999 40.680641, -73.955437 40.679958, -73.955309 40.67927299999999, -73.955642 40.679258, -73.958292 40.679831, -73.958586 40.681743))"
520,1500000US360470227003,360470227003,"Block Group 3, Census Tract 227, Kings County, New York",538,149,43,10,12,23,37,75,21,28,43,37,34,16,0,0,10,"POLYGON ((-73.96161099999999 40.682375, -73.958586 40.681743, -73.958292 40.679831, -73.96131199999999 40.680456, -73.96161099999999 40.682375))"
521,1500000US360470227004,360470227004,"Block Group 4, Census Tract 227, Kings County, New York",211,20,0,0,0,76,0,20,8,7,18,47,9,0,6,0,0,"POLYGON ((-73.961671 40.682691, -73.959785 40.682909, -73.95884099999999 40.683018, -73.95611199999999 40.683333, -73.95566599999999 40.681137, -73.958586 40.681743, -73.96161099999999 40.682375, -73.961671 40.682691))"
522,1500000US360470228001,360470228001,"Block Group 1, Census Tract 228, Kings County, New York",433,81,36,37,71,18,31,26,9,34,22,19,42,7,0,0,0,"POLYGON ((-73.98299399999999 40.64132499999999, -73.98042 40.642385, -73.979874 40.639518, -73.980141 40.639644, -73.982337 40.64097599999999, -73.98299399999999 40.64132499999999))"
523,1500000US360470228002,360470228002,"Block Group 2, Census Tract 228, Kings County, New York",257,65,35,20,34,9,0,10,0,0,16,18,40,10,0,0,0,"POLYGON ((-73.982466 40.637406, -73.980141 40.639644, -73.979874 40.639518, -73.97938599999999 40.636932, -73.980266 40.636076, -73.982466 40.637406))"
524,1500000US360470228003,360470228003,"Block Group 3, Census Tract 228, Kings County, New York",117,14,19,11,20,0,4,7,4,0,7,0,10,0,21,0,0,"POLYGON ((-73.984088 40.639297, -73.983502 40.639857, -73.982337 40.64097599999999, -73.980141 40.639644, -73.982466 40.637406, -73.984672 40.638735, -73.984088 40.639297))"
525,1500000US360470229001,360470229001,"Block Group 1, Census Tract 229, Kings County, New York",193,23,36,22,0,14,20,12,14,8,8,23,0,13,0,0,0,"POLYGON ((-73.956841 40.686996, -73.954684 40.687245, -73.954538 40.686512, -73.954393 40.68578, -73.95654999999999 40.68553, -73.956841 40.686996))"
526,1500000US360470229002,360470229002,"Block Group 2, Census Tract 229, Kings County, New York",223,50,16,39,0,14,4,13,9,0,7,14,18,18,0,0,21,"POLYGON ((-73.95654999999999 40.68553, -73.954393 40.68578, -73.954246 40.685047, -73.953954 40.683581, -73.95611199999999 40.683333, -73.95654999999999 40.68553))"
527,1500000US360470229003,360470229003,"Block Group 3, Census Tract 229, Kings County, New York",186,80,6,11,0,0,8,12,41,0,10,0,0,0,0,6,12,"POLYGON ((-73.95956799999999 40.686683, -73.956841 40.686996, -73.95654999999999 40.68553, -73.959276 40.685217, -73.95956799999999 40.686683))"
528,1500000US360470229004,360470229004,"Block Group 4, Census Tract 229, Kings County, New York",338,78,9,17,18,12,21,35,18,24,0,50,28,28,0,0,0,"POLYGON ((-73.959276 40.685217, -73.95654999999999 40.68553, -73.95611199999999 40.683333, -73.95884099999999 40.683018, -73.959276 40.685217))"
529,1500000US360470229005,360470229005,"Block Group 5, Census Tract 229, Kings County, New York",271,49,14,60,10,15,19,16,22,10,0,39,0,8,9,0,0,
530,1500000US360470230001,360470230001,"Block Group 1, Census Tract 230, Kings County, New York",441,110,91,24,20,26,12,27,11,11,10,47,21,16,8,0,7,"POLYGON ((-73.983634 40.636285, -73.982466 40.637406, -73.980266 40.636076, -73.981432 40.634955, -73.98201499999999 40.634395, -73.984218 40.635726, -73.983634 40.636285))"
531,1500000US360470230002,360470230002,"Block Group 2, Census Tract 230, Kings County, New York",270,50,58,17,39,25,10,5,13,0,37,0,6,10,0,0,0,"POLYGON ((-73.985252 40.638175, -73.984672 40.638735, -73.982466 40.637406, -73.983634 40.636285, -73.98583599999999 40.637616, -73.985252 40.638175))"
532,1500000US360470230003,360470230003,"Block Group 3, Census Tract 230, Kings County, New York",383,77,61,25,25,24,23,20,33,28,6,8,14,11,0,0,28,"POLYGON ((-73.988494 40.641956, -73.984088 40.639297, -73.984672 40.638735, -73.985252 40.638175, -73.987455 40.639505, -73.986876 40.640069, -73.98907699999999 40.641396, -73.988494 40.641956))"
533,1500000US360470231001,360470231001,"Block Group 1, Census Tract 231, Kings County, New York",478,146,15,51,8,18,7,38,11,5,57,72,35,8,7,0,0,"POLYGON ((-73.962836 40.688555, -73.96000599999999 40.68888099999999, -73.95971399999999 40.687416, -73.962547 40.687089, -73.962836 40.688555))"
534,1500000US360470231002,360470231002,"Block Group 2, Census Tract 231, Kings County, New York",399,39,18,31,37,0,50,0,33,16,58,32,38,16,25,6,0,"POLYGON ((-73.962547 40.687089, -73.95971399999999 40.687416, -73.95956799999999 40.686683, -73.959276 40.685217, -73.95884099999999 40.683018, -73.959785 40.682909, -73.96022099999999 40.685109, -73.962107 40.684891, -73.962547 40.687089))"
535,1500000US360470231003,360470231003,"Block Group 3, Census Tract 231, Kings County, New York",378,73,13,36,47,9,27,30,24,7,8,44,31,4,0,9,16,"POLYGON ((-73.962107 40.684891, -73.96022099999999 40.685109, -73.959785 40.682909, -73.961671 40.682691, -73.962107 40.684891))"
536,1500000US360470232001,360470232001,"Block Group 1, Census Tract 232, Kings County, New York",314,129,25,25,16,23,0,8,26,0,0,19,5,0,29,9,0,"POLYGON ((-73.984797 40.635165, -73.984218 40.635726, -73.98201499999999 40.634395, -73.982598 40.633837, -73.983763 40.632717, -73.985964 40.634047, -73.984797 40.635165))"
537,1500000US360470232002,360470232002,"Block Group 2, Census Tract 232, Kings County, New York",374,87,96,12,17,0,16,8,21,8,55,22,19,7,6,0,0,"POLYGON ((-73.989789 40.63726399999999, -73.987585 40.635937, -73.98700199999999 40.636496, -73.984797 40.635165, -73.985964 40.634047, -73.99037299999999 40.636705, -73.989789 40.63726399999999))"
538,1500000US360470232003,360470232003,"Block Group 3, Census Tract 232, Kings County, New York",341,78,69,34,26,15,52,20,0,9,16,9,13,0,0,0,0,"POLYGON ((-73.989206 40.63782399999999, -73.98862 40.638385, -73.986419 40.637056, -73.98700199999999 40.636496, -73.987585 40.635937, -73.989789 40.63726399999999, -73.989206 40.63782399999999))"
539,1500000US360470232004,360470232004,"Block Group 4, Census Tract 232, Kings County, New York",237,60,21,17,0,13,32,8,0,13,22,26,15,10,0,0,0,"POLYGON ((-73.988039 40.638947, -73.987455 40.639505, -73.985252 40.638175, -73.98583599999999 40.637616, -73.986419 40.637056, -73.98862 40.638385, -73.988039 40.638947))"
540,1500000US360470232005,360470232005,"Block Group 5, Census Tract 232, Kings County, New York",330,43,45,15,36,21,29,13,22,32,21,35,0,2,13,3,0,"POLYGON ((-73.986419 40.637056, -73.98583599999999 40.637616, -73.983634 40.636285, -73.984218 40.635726, -73.984797 40.635165, -73.98700199999999 40.636496, -73.986419 40.637056))"
541,1500000US360470233001,360470233001,"Block Group 1, Census Tract 233, Kings County, New York",169,45,33,7,0,20,0,5,0,6,13,23,4,5,8,0,0,"POLYGON ((-73.96000599999999 40.68888099999999, -73.957274 40.689192, -73.956841 40.686996, -73.95956799999999 40.686683, -73.95971399999999 40.687416, -73.96000599999999 40.68888099999999))"
542,1500000US360470233002,360470233002,"Block Group 2, Census Tract 233, Kings County, New York",186,72,6,6,0,23,10,29,8,0,7,0,7,7,0,11,0,"POLYGON ((-73.96029299999999 40.690346, -73.959428 40.690448, -73.957272 40.690694, -73.957274 40.689192, -73.96000599999999 40.68888099999999, -73.96029299999999 40.690346))"
543,1500000US360470233003,360470233003,"Block Group 3, Census Tract 233, Kings County, New York",263,18,8,17,24,17,13,12,19,10,19,27,37,24,13,5,0,"POLYGON ((-73.957272 40.690694, -73.95541 40.690908, -73.955122 40.68944399999999, -73.954829 40.687977, -73.954684 40.687245, -73.956841 40.686996, -73.957274 40.689192, -73.957272 40.690694))"
544,1500000US360470233004,360470233004,"Block Group 4, Census Tract 233, Kings County, New York",958,321,137,60,88,44,28,83,57,12,46,36,19,10,0,17,0,
545,1500000US360470234001,360470234001,"Block Group 1, Census Tract 234, Kings County, New York",341,75,37,13,49,0,12,17,22,14,31,14,11,12,7,6,21,"POLYGON ((-73.99037299999999 40.636705, -73.985964 40.634047, -73.983763 40.632717, -73.98434399999999 40.632157, -73.990956 40.636145, -73.99037299999999 40.636705))"
546,1500000US360470234002,360470234002,"Block Group 2, Census Tract 234, Kings County, New York",607,189,158,67,33,36,17,14,15,31,9,18,10,0,0,10,0,"POLYGON ((-73.990956 40.636145, -73.98434399999999 40.632157, -73.984928 40.631597, -73.991539 40.635583, -73.990956 40.636145))"
547,1500000US360470234003,360470234003,"Block Group 3, Census Tract 234, Kings County, New York",558,195,31,47,46,21,38,22,44,14,10,40,25,17,0,0,8,"POLYGON ((-73.991539 40.635583, -73.984928 40.631597, -73.98550899999999 40.631038, -73.987713 40.632366, -73.99212 40.635026, -73.991539 40.635583))"
548,1500000US360470235001,360470235001,"Block Group 1, Census Tract 235, Kings County, New York",218,29,29,14,6,32,22,12,12,7,20,35,0,0,0,0,0,"POLYGON ((-73.95984399999999 40.69253, -73.95768099999999 40.692779, -73.955826 40.692993, -73.95541 40.690908, -73.957272 40.690694, -73.959428 40.690448, -73.95984399999999 40.69253))"
549,1500000US360470235002,360470235002,"Block Group 2, Census Tract 235, Kings County, New York",132,58,25,0,16,0,6,10,7,0,0,0,10,0,0,0,0,"POLYGON ((-73.96015799999999 40.694117, -73.95799699999999 40.694366, -73.956143 40.694579, -73.955826 40.692993, -73.95768099999999 40.692779, -73.95984399999999 40.69253, -73.96015799999999 40.694117))"
550,1500000US360470235003,360470235003,"Block Group 3, Census Tract 235, Kings County, New York",242,49,66,5,33,23,8,18,0,0,7,15,18,0,0,0,0,
551,1500000US360470236001,360470236001,"Block Group 1, Census Tract 236, Kings County, New York",397,109,71,52,24,21,0,14,0,3,16,5,29,14,16,10,13,"POLYGON ((-73.988879 40.63124699999999, -73.98829599999999 40.631804, -73.987713 40.632366, -73.98550899999999 40.631038, -73.98667499999999 40.629916, -73.98725899999999 40.629355, -73.989462 40.630686, -73.988879 40.63124699999999))"
552,1500000US360470236002,360470236002,"Block Group 2, Census Tract 236, Kings County, New York",514,166,82,38,28,34,26,19,5,21,41,10,29,8,7,0,0,"POLYGON ((-73.993284 40.633906, -73.988879 40.63124699999999, -73.989462 40.630686, -73.991664 40.632016, -73.993866 40.633347, -73.993284 40.633906))"
553,1500000US360470236003,360470236003,"Block Group 3, Census Tract 236, Kings County, New York",460,116,61,33,21,30,45,21,12,16,4,32,17,20,8,16,8,"POLYGON ((-73.9927 40.634467, -73.98829599999999 40.631804, -73.988879 40.63124699999999, -73.993284 40.633906, -73.9927 40.634467))"
554,1500000US360470236004,360470236004,"Block Group 4, Census Tract 236, Kings County, New York",384,103,74,59,30,8,7,12,15,6,11,34,12,0,13,0,0,"POLYGON ((-73.99212 40.635026, -73.987713 40.632366, -73.98829599999999 40.631804, -73.9927 40.634467, -73.99212 40.635026))"
