,GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17,geometry
0,Id,Id2,Geography,Total:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more",
793,1500000US360470321004,360470321004,"Block Group 4, Census Tract 321, Kings County, New York",594,121,17,55,57,69,50,47,0,53,20,93,0,11,1,0,0,"POLYGON ((-73.95368999999999 40.665549, -73.950919 40.66540000000001, -73.950974 40.663905, -73.95384899999999 40.663728, -73.95368999999999 40.665549))"
794,1500000US360470323001,360470323001,"Block Group 1, Census Tract 323, Kings County, New York",556,45,64,36,30,136,52,28,39,9,48,33,16,9,11,0,0,"POLYGON ((-73.955907 40.66836, -73.955269 40.670125, -73.95327 40.670007, -73.953439 40.668224, -73.95352099999999 40.667333, -73.95622299999999 40.66748, -73.955907 40.66836))"
795,1500000US360470323002,360470323002,"Block Group 2, Census Tract 323, Kings County, New York",448,87,17,33,31,40,29,39,0,10,31,48,58,11,8,0,6,"POLYGON ((-73.95653999999999 40.66660299999999, -73.95622299999999 40.66748, -73.95352099999999 40.667333, -73.95360599999999 40.66644, -73.95368999999999 40.665549, -73.95685899999999 40.66572, -73.95653999999999 40.66660299999999))"
796,1500000US360470323003,360470323003,"Block Group 3, Census Tract 323, Kings County, New York",414,66,32,23,39,39,25,8,29,24,23,44,21,0,18,16,7,"POLYGON ((-73.957292 40.664303, -73.95685899999999 40.66572, -73.95368999999999 40.665549, -73.95384899999999 40.663728, -73.95721 40.663517, -73.957292 40.664303))"
797,1500000US360470325001,360470325001,"Block Group 1, Census Tract 325, Kings County, New York",544,114,22,55,44,41,37,38,57,36,23,59,6,12,0,0,0,"POLYGON ((-73.95797399999999 40.670657, -73.955269 40.670125, -73.955907 40.66836, -73.958609 40.6689, -73.95797399999999 40.670657))"
798,1500000US360470325002,360470325002,"Block Group 2, Census Tract 325, Kings County, New York",1903,467,165,72,172,141,185,129,76,33,104,225,55,21,0,19,39,"POLYGON ((-73.958609 40.6689, -73.955907 40.66836, -73.95622299999999 40.66748, -73.95653999999999 40.66660299999999, -73.959245 40.667142, -73.958609 40.6689))"
799,1500000US360470326001,360470326001,"Block Group 1, Census Tract 326, Kings County, New York",293,106,24,9,12,10,0,14,23,7,19,0,52,10,7,0,0,"POLYGON ((-73.986276 40.578823, -73.984149 40.57905299999999, -73.98346099999999 40.575411, -73.985573 40.57515, -73.985832 40.57651, -73.986276 40.578823))"
800,1500000US360470326002,360470326002,"Block Group 2, Census Tract 326, Kings County, New York",541,300,25,37,33,29,19,19,26,21,0,13,6,0,13,0,0,"POLYGON ((-73.99007399999999 40.576041, -73.985832 40.57651, -73.985573 40.57515, -73.98968599999999 40.574004, -73.99007399999999 40.576041))"
801,1500000US360470326003,360470326003,"Block Group 3, Census Tract 326, Kings County, New York",785,421,143,30,62,11,0,18,17,0,47,25,11,0,0,0,0,"POLYGON ((-73.992195 40.57580799999999, -73.99007399999999 40.576041, -73.98968599999999 40.574004, -73.991743 40.57342999999999, -73.992195 40.57580799999999))"
802,1500000US360470326004,360470326004,"Block Group 4, Census Tract 326, Kings County, New York",403,128,81,60,22,21,33,27,13,18,0,0,0,0,0,0,0,"POLYGON ((-73.992638 40.578118, -73.990504 40.578358, -73.99007399999999 40.576041, -73.992195 40.57580799999999, -73.992638 40.578118))"
803,1500000US360470326005,360470326005,"Block Group 5, Census Tract 326, Kings County, New York",170,19,0,22,0,0,29,8,9,17,11,30,25,0,0,0,0,"POLYGON ((-73.990504 40.578358, -73.986276 40.578823, -73.985832 40.57651, -73.99007399999999 40.576041, -73.990504 40.578358))"
804,1500000US360470326006,360470326006,"Block Group 6, Census Tract 326, Kings County, New York",130,18,7,0,6,8,7,20,8,18,13,12,8,0,5,0,0,
805,1500000US360470327001,360470327001,"Block Group 1, Census Tract 327, Kings County, New York",350,36,0,0,23,30,47,26,4,8,49,53,50,0,15,9,0,"POLYGON ((-73.95721 40.663517, -73.95384899999999 40.663728, -73.9537 40.662174, -73.957044 40.661965, -73.95721 40.663517))"
806,1500000US360470327002,360470327002,"Block Group 2, Census Tract 327, Kings County, New York",432,28,35,34,9,15,14,35,21,21,30,77,79,0,34,0,0,"POLYGON ((-73.960956 40.66328499999999, -73.96061499999999 40.663303, -73.960337 40.664108, -73.957292 40.664303, -73.95721 40.663517, -73.957044 40.661965, -73.96077 40.661734, -73.960956 40.66328499999999))"
807,1500000US360470327003,360470327003,"Block Group 3, Census Tract 327, Kings County, New York",686,200,43,76,74,70,51,20,19,38,31,27,10,6,0,16,5,"POLYGON ((-73.962884 40.662622, -73.962429 40.663125, -73.960956 40.66328499999999, -73.96077 40.661734, -73.960662 40.660947, -73.96200499999999 40.66067, -73.96281399999999 40.660504, -73.962884 40.662622))"
808,1500000US360470328001,360470328001,"Block Group 1, Census Tract 328, Kings County, New York",325,117,22,20,0,4,8,8,26,0,28,31,27,18,16,0,0,"POLYGON ((-73.99580899999999 40.577759, -73.992638 40.578118, -73.992195 40.57580799999999, -73.99538 40.575451, -73.99580899999999 40.577759))"
809,1500000US360470328002,360470328002,"Block Group 2, Census Tract 328, Kings County, New York",120,6,5,0,5,0,15,30,11,0,17,16,15,0,0,0,0,"POLYGON ((-73.998992 40.577383, -73.99580899999999 40.577759, -73.99538 40.575451, -73.997497 40.575218, -73.99855599999999 40.575101, -73.998992 40.577383))"
810,1500000US360470328003,360470328003,"Block Group 3, Census Tract 328, Kings County, New York",395,174,24,34,29,4,34,12,32,5,8,22,0,8,9,0,0,"POLYGON ((-74.001105 40.577121, -74.000034 40.577245, -73.998992 40.577383, -73.99855599999999 40.575101, -74.000675 40.574868, -74.001105 40.577121))"
811,1500000US360470328004,360470328004,"Block Group 4, Census Tract 328, Kings County, New York",206,65,11,2,12,0,14,0,29,15,9,14,10,16,0,9,0,"POLYGON ((-74.00322299999999 40.576887, -74.001105 40.577121, -74.000675 40.574868, -74.002796 40.574637, -74.00309299999999 40.576196, -74.00322299999999 40.576887))"
812,1500000US360470329001,360470329001,"Block Group 1, Census Tract 329, Kings County, New York",542,107,60,50,47,48,39,45,29,13,28,33,20,7,0,8,8,"POLYGON ((-73.945463 40.664226, -73.942696 40.664055, -73.942829 40.662847, -73.94561299999999 40.662676, -73.945463 40.664226))"
813,1500000US360470329002,360470329002,"Block Group 2, Census Tract 329, Kings County, New York",477,107,24,20,37,77,36,54,20,9,22,0,20,38,0,13,0,"POLYGON ((-73.948166 40.664082, -73.945463 40.664226, -73.94561299999999 40.662676, -73.947914 40.662533, -73.948166 40.664082))"
814,1500000US360470329003,360470329003,"Block Group 3, Census Tract 329, Kings County, New York",634,136,18,34,68,87,34,68,25,24,53,44,28,15,0,0,0,"POLYGON ((-73.950974 40.663905, -73.948166 40.664082, -73.947914 40.662533, -73.95080999999999 40.662354, -73.950974 40.663905))"
815,1500000US360470329004,360470329004,"Block Group 4, Census Tract 329, Kings County, New York",538,139,39,44,31,28,28,50,53,0,30,30,56,0,0,0,10,"POLYGON ((-73.95384899999999 40.663728, -73.950974 40.663905, -73.95080999999999 40.662354, -73.9537 40.662174, -73.95384899999999 40.663728))"
816,1500000US360470330001,360470330001,"Block Group 1, Census Tract 330, Kings County, New York",1096,309,107,63,80,101,56,62,41,35,93,42,58,31,12,0,6,"POLYGON ((-74.003608 40.57890099999999, -74.00159699999999 40.579659, -74.00178699999999 40.581063, -74.000709 40.581061, -74.000034 40.577245, -74.001105 40.577121, -74.00322299999999 40.576887, -74.003485 40.578262, -74.003608 40.57890099999999))"
817,1500000US360470330002,360470330002,"Block Group 2, Census Tract 330, Kings County, New York",651,207,104,75,90,30,10,9,6,20,37,44,19,0,0,0,0,"POLYGON ((-74.003963 40.580986, -74.00317750579489 40.5820820906225, -74.00167399999999 40.581919, -74.00167301890579 40.58192078876279, -74.00133618671489 40.5825349121006, -73.990679 40.58006, -73.990697 40.579318, -73.997621 40.580554, -73.99793699999999 40.581642, -74.000709 40.581061, -74.00178699999999 40.581063, -74.00159699999999 40.579659, -74.003608 40.57890099999999, -74.003963 40.580986))"
818,1500000US360470331001,360470331001,"Block Group 1, Census Tract 331, Kings County, New York",547,180,42,61,36,60,43,10,5,41,23,30,10,6,0,0,0,"POLYGON ((-73.93984499999999 40.664794, -73.937074 40.664644, -73.937264 40.663192, -73.940029 40.663021, -73.93984499999999 40.664794))"
819,1500000US360470331002,360470331002,"Block Group 2, Census Tract 331, Kings County, New York",690,142,27,19,55,80,34,71,46,27,81,70,23,11,0,4,0,"POLYGON ((-73.942696 40.664055, -73.94261299999999 40.664947, -73.93984499999999 40.664794, -73.940029 40.663021, -73.942829 40.662847, -73.942696 40.664055))"
820,1500000US360470331003,360470331003,"Block Group 3, Census Tract 331, Kings County, New York",310,102,17,15,22,33,27,10,4,0,11,18,35,0,0,0,16,"POLYGON ((-73.948151 40.665248, -73.945381 40.665099, -73.94261299999999 40.664947, -73.942696 40.664055, -73.945463 40.664226, -73.948166 40.664082, -73.948151 40.665248))"
821,1500000US360470333001,360470333001,"Block Group 1, Census Tract 333, Kings County, New York",483,25,26,18,15,106,33,55,17,48,43,60,32,5,0,0,0,"POLYGON ((-73.94244399999999 40.666727, -73.93967599999999 40.666578, -73.93690699999999 40.666426, -73.936984 40.665536, -73.942528 40.665838, -73.94244399999999 40.666727))"
822,1500000US360470333002,360470333002,"Block Group 2, Census Tract 333, Kings County, New York",364,29,34,21,9,39,26,32,14,15,37,18,51,0,21,9,9,"POLYGON ((-73.945301 40.665988, -73.942528 40.665838, -73.936984 40.665536, -73.937074 40.664644, -73.93984499999999 40.664794, -73.94261299999999 40.664947, -73.945381 40.665099, -73.945301 40.665988))"
823,1500000US360470333003,360470333003,"Block Group 3, Census Tract 333, Kings County, New York",446,155,13,20,17,22,18,37,22,14,50,0,26,28,0,14,10,"POLYGON ((-73.94806699999999 40.666139, -73.94798399999999 40.667031, -73.94244399999999 40.666727, -73.942528 40.665838, -73.945301 40.665988, -73.945381 40.665099, -73.948151 40.665248, -73.94806699999999 40.666139))"
824,1500000US360470335001,360470335001,"Block Group 1, Census Tract 335, Kings County, New York",377,39,40,44,54,14,24,57,8,0,32,35,8,16,0,6,0,"POLYGON ((-73.939515 40.668296, -73.93674899999999 40.668128, -73.93690699999999 40.666426, -73.93967599999999 40.666578, -73.939515 40.668296))"
825,1500000US360470335002,360470335002,"Block Group 2, Census Tract 335, Kings County, New York",242,32,22,23,0,18,9,8,8,19,10,37,15,25,9,7,0,"POLYGON ((-73.942285 40.668461, -73.939515 40.668296, -73.93967599999999 40.666578, -73.94244399999999 40.666727, -73.942285 40.668461))"
826,1500000US360470335003,360470335003,"Block Group 3, Census Tract 335, Kings County, New York",274,12,34,21,0,12,32,0,0,10,40,15,41,33,24,0,0,"POLYGON ((-73.94789899999999 40.667922, -73.947818 40.668784, -73.94504599999999 40.668615, -73.942285 40.668461, -73.94244399999999 40.666727, -73.94798399999999 40.667031, -73.94789899999999 40.667922))"
827,1500000US360470336001,360470336001,"Block Group 1, Census Tract 336, Kings County, New York",490,98,18,20,40,15,0,24,26,22,61,58,61,28,10,0,9,"POLYGON ((-74.008134 40.57774999999999, -74.003485 40.578262, -74.00322299999999 40.576887, -74.00309299999999 40.576196, -74.007741 40.57568, -74.008134 40.57774999999999))"
828,1500000US360470336002,360470336002,"Block Group 2, Census Tract 336, Kings County, New York",391,111,7,19,29,25,27,19,6,13,19,33,40,33,5,5,0,"POLYGON ((-74.007885 40.575415, -74.007741 40.57568, -74.00309299999999 40.576196, -74.002796 40.574637, -74.00254799999999 40.573327, -74.00236599999999 40.572318, -74.0020519616197 40.5706228970609, -74.002056 40.570623, -74.00228364778739 40.5707383658818, -74.005673 40.572456, -74.0087571397769 40.5734625108864, -74.007885 40.575415))"
829,1500000US360470336003,360470336003,"Block Group 3, Census Tract 336, Kings County, New York",390,119,8,15,19,28,20,7,36,23,30,24,13,0,7,28,13,"POLYGON ((-74.01232286162519 40.575652678827, -74.008798 40.57627799999999, -74.00957699999999 40.577597, -74.00845699999999 40.579386, -74.008134 40.57774999999999, -74.007741 40.57568, -74.007885 40.575415, -74.0087571397769 40.5734625108864, -74.0107121806173 40.5741005396502, -74.012022 40.574528, -74.01232286162519 40.575652678827))"
830,1500000US360470336004,360470336004,"Block Group 4, Census Tract 336, Kings County, New York",371,101,30,11,51,9,11,5,33,29,8,34,14,18,11,6,0,"POLYGON ((-74.012996 40.578169, -74.0120188013172 40.579099473126, -74.010662 40.578714, -74.00845699999999 40.579386, -74.00957699999999 40.577597, -74.008798 40.57627799999999, -74.01232286162519 40.575652678827, -74.012996 40.578169))"
831,1500000US360470336005,360470336005,"Block Group 5, Census Tract 336, Kings County, New York",270,70,40,11,9,8,8,5,19,16,24,20,21,0,11,8,0,"POLYGON ((-74.0120188013172 40.579099473126, -74.009608 40.581395, -74.00500199999999 40.58228, -74.00404540894819 40.5821762351653, -74.00317750579489 40.5820820906225, -74.003963 40.580986, -74.003608 40.57890099999999, -74.003485 40.578262, -74.008134 40.57774999999999, -74.00845699999999 40.579386, -74.010662 40.578714, -74.0120188013172 40.579099473126))"
832,1500000US360470337001,360470337001,"Block Group 1, Census Tract 337, Kings County, New York",420,112,23,44,45,13,35,28,13,13,47,24,13,0,0,10,0,"POLYGON ((-73.93942699999999 40.669252, -73.93933699999999 40.670192, -73.93656899999999 40.670041, -73.936657 40.669101, -73.93674899999999 40.668128, -73.939515 40.668296, -73.93942699999999 40.669252))"
833,1500000US360470337002,360470337002,"Block Group 2, Census Tract 337, Kings County, New York",426,86,14,9,44,33,28,40,31,26,33,51,5,26,0,0,0,"POLYGON ((-73.94496199999999 40.669556, -73.942196 40.669403, -73.942106 40.670342, -73.93933699999999 40.670192, -73.93942699999999 40.669252, -73.939515 40.668296, -73.942285 40.668461, -73.94504599999999 40.668615, -73.94496199999999 40.669556))"
834,1500000US360470337003,360470337003,"Block Group 3, Census Tract 337, Kings County, New York",569,68,39,72,64,18,59,38,26,28,43,44,36,6,8,20,0,"POLYGON ((-73.94773099999999 40.669705, -73.947647 40.670597, -73.947642 40.670664, -73.944872 40.670504, -73.942106 40.670342, -73.942196 40.669403, -73.94496199999999 40.669556, -73.94504599999999 40.668615, -73.947818 40.668784, -73.94773099999999 40.669705))"
835,1500000US360470339001,360470339001,"Block Group 1, Census Tract 339, Kings County, New York",438,51,7,0,35,28,23,28,14,60,59,43,32,20,0,20,18,"POLYGON ((-73.93925999999999 40.671033, -73.939177 40.671926, -73.93640599999999 40.671774, -73.93648999999999 40.670886, -73.93656899999999 40.670041, -73.93933699999999 40.670192, -73.93925999999999 40.671033))"
836,1500000US360470339002,360470339002,"Block Group 2, Census Tract 339, Kings County, New York",462,126,24,28,20,9,25,29,34,15,59,16,31,25,0,0,21,"POLYGON ((-73.94203 40.671185, -73.94194499999999 40.672078, -73.939177 40.671926, -73.93925999999999 40.671033, -73.93933699999999 40.670192, -73.942106 40.670342, -73.94203 40.671185))"
837,1500000US360470339003,360470339003,"Block Group 3, Census Tract 339, Kings County, New York",480,173,37,39,19,17,11,67,46,16,9,7,16,11,12,0,0,"POLYGON ((-73.944795 40.671338, -73.94471 40.672228, -73.94194499999999 40.672078, -73.94203 40.671185, -73.942106 40.670342, -73.944872 40.670504, -73.944795 40.671338))"
838,1500000US360470339004,360470339004,"Block Group 4, Census Tract 339, Kings County, New York",359,19,18,22,10,8,41,22,17,36,29,69,29,0,29,0,10,"POLYGON ((-73.94748 40.67238, -73.94471 40.672228, -73.944795 40.671338, -73.944872 40.670504, -73.947642 40.670664, -73.94748 40.67238))"
839,1500000US360470340001,360470340001,"Block Group 1, Census Tract 340, Kings County, New York",134,46,68,12,0,8,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((-74.00254799999999 40.573327, -74.00031 40.572933, -73.998088 40.572752, -73.997044 40.572751, -73.99490399999999 40.572873, -73.994726 40.57152, -74.00008799999999 40.57180899999999, -74.00236599999999 40.572318, -74.00254799999999 40.573327))"
840,1500000US360470340002,360470340002,"Block Group 2, Census Tract 340, Kings County, New York",525,171,26,74,66,61,43,5,0,15,29,5,8,13,0,0,9,"POLYGON ((-73.99490399999999 40.572873, -73.992773 40.573198, -73.991743 40.57342999999999, -73.991387 40.571656, -73.994726 40.57152, -73.99490399999999 40.572873))"
841,1500000US360470340003,360470340003,"Block Group 3, Census Tract 340, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
842,1500000US360470341001,360470341001,"Block Group 1, Census Tract 341, Kings County, New York",246,51,12,0,42,16,10,0,31,7,6,27,14,25,5,0,0,"POLYGON ((-73.94722999999999 40.675053, -73.944462 40.674907, -73.941694 40.674748, -73.94185999999999 40.672968, -73.94462799999999 40.67312, -73.94454399999999 40.674005, -73.94731299999999 40.674162, -73.94722999999999 40.675053))"
843,1500000US360470341002,360470341002,"Block Group 2, Census Tract 341, Kings County, New York",293,49,16,22,51,8,20,23,48,10,20,18,0,4,4,0,0,"POLYGON ((-73.94731299999999 40.674162, -73.94454399999999 40.674005, -73.94462799999999 40.67312, -73.947396 40.673272, -73.94731299999999 40.674162))"
844,1500000US360470341003,360470341003,"Block Group 3, Census Tract 341, Kings County, New York",435,62,19,45,44,34,22,0,49,18,32,32,38,25,0,7,8,"POLYGON ((-73.947396 40.673272, -73.94462799999999 40.67312, -73.94185999999999 40.672968, -73.94194499999999 40.672078, -73.94471 40.672228, -73.94748 40.67238, -73.947396 40.673272))"
845,1500000US360470342001,360470342001,"Block Group 1, Census Tract 342, Kings County, New York",862,437,77,45,42,30,56,33,27,20,21,22,21,9,13,0,9,"POLYGON ((-73.99538 40.575451, -73.992195 40.57580799999999, -73.991743 40.57342999999999, -73.992773 40.573198, -73.99490399999999 40.572873, -73.99538 40.575451))"
846,1500000US360470342002,360470342002,"Block Group 2, Census Tract 342, Kings County, New York",395,113,46,23,41,32,37,21,34,0,29,8,11,0,0,0,0,"POLYGON ((-73.997497 40.575218, -73.99538 40.575451, -73.99490399999999 40.572873, -73.997044 40.572751, -73.997497 40.575218))"
847,1500000US360470342003,360470342003,"Block Group 3, Census Tract 342, Kings County, New York",1008,480,178,82,35,9,78,12,15,43,10,23,9,24,10,0,0,"POLYGON ((-74.000675 40.574868, -73.99855599999999 40.575101, -73.997497 40.575218, -73.997044 40.572751, -73.998088 40.572752, -74.00031 40.572933, -74.000675 40.574868))"
848,1500000US360470342004,360470342004,"Block Group 4, Census Tract 342, Kings County, New York",577,384,94,31,8,7,0,10,0,0,13,8,22,0,0,0,0,"POLYGON ((-74.002796 40.574637, -74.000675 40.574868, -74.00031 40.572933, -74.00254799999999 40.573327, -74.002796 40.574637))"
849,1500000US360470343001,360470343001,"Block Group 1, Census Tract 343, Kings County, New York",980,502,88,117,67,54,18,45,20,43,20,0,0,0,0,0,6,"POLYGON ((-73.938895 40.674599, -73.938841 40.675493, -73.93607799999999 40.675335, -73.93634299999999 40.672704, -73.939076 40.672826, -73.938895 40.674599))"
850,1500000US360470343002,360470343002,"Block Group 2, Census Tract 343, Kings County, New York",260,40,14,10,27,0,10,9,19,16,28,30,34,23,0,0,0,"POLYGON ((-73.94185999999999 40.672968, -73.939076 40.672826, -73.93634299999999 40.672704, -73.93640599999999 40.671774, -73.939177 40.671926, -73.94194499999999 40.672078, -73.94185999999999 40.672968))"
851,1500000US360470343003,360470343003,"Block Group 3, Census Tract 343, Kings County, New York",663,126,88,50,52,78,47,0,35,6,16,97,57,0,0,11,0,"POLYGON ((-73.941694 40.674748, -73.938895 40.674599, -73.939076 40.672826, -73.94185999999999 40.672968, -73.941694 40.674748))"
852,1500000US360470345001,360470345001,"Block Group 1, Census Tract 345, Kings County, New York",256,112,0,20,38,0,12,5,8,9,0,32,11,9,0,0,0,"POLYGON ((-73.93634299999999 40.672704, -73.930785 40.672363, -73.93086799999999 40.671474, -73.933635 40.671626, -73.93640599999999 40.671774, -73.93634299999999 40.672704))"
853,1500000US360470345002,360470345002,"Block Group 2, Census Tract 345, Kings County, New York",289,22,7,37,0,23,21,31,26,15,67,19,17,0,0,4,0,"POLYGON ((-73.93607799999999 40.675335, -73.93329799999999 40.67519, -73.930615 40.674147, -73.930697 40.673257, -73.930785 40.672363, -73.93634299999999 40.672704, -73.93607799999999 40.675335))"
854,1500000US360470345003,360470345003,"Block Group 3, Census Tract 345, Kings County, New York",414,61,27,40,52,9,16,29,17,10,38,37,63,10,5,0,0,
855,1500000US360470347001,360470347001,"Block Group 1, Census Tract 347, Kings County, New York",316,131,43,23,20,30,0,12,0,16,28,0,13,0,0,0,0,"POLYGON ((-73.930615 40.674147, -73.92784 40.673996, -73.925082 40.673844, -73.925122 40.673399, -73.925161 40.672954, -73.930697 40.673257, -73.930615 40.674147))"
856,1500000US360470347002,360470347002,"Block Group 2, Census Tract 347, Kings County, New York",328,130,7,45,29,0,31,35,0,0,44,7,0,0,0,0,0,"POLYGON ((-73.930697 40.673257, -73.925161 40.672954, -73.92524499999999 40.672062, -73.930785 40.672363, -73.930697 40.673257))"
857,1500000US360470347003,360470347003,"Block Group 3, Census Tract 347, Kings County, New York",566,228,44,45,52,27,62,39,20,0,29,0,0,0,0,8,12,"POLYGON ((-73.930785 40.672363, -73.92524499999999 40.672062, -73.92532799999999 40.671169, -73.92809799999999 40.671321, -73.93086799999999 40.671474, -73.930785 40.672363))"
858,1500000US360470348011,360470348011,"Block Group 1, Census Tract 348.01, Kings County, New York",343,95,14,24,15,37,27,6,37,13,27,10,9,0,16,6,7,
859,1500000US360470348021,360470348021,"Block Group 1, Census Tract 348.02, Kings County, New York",249,87,31,21,33,11,0,22,15,0,0,20,9,0,0,0,0,
860,1500000US360470348022,360470348022,"Block Group 2, Census Tract 348.02, Kings County, New York",51,29,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,
861,1500000US360470349001,360470349001,"Block Group 1, Census Tract 349, Kings County, New York",560,138,65,19,21,25,91,36,29,9,39,60,18,0,0,0,10,"POLYGON ((-73.93086799999999 40.671474, -73.92809799999999 40.671321, -73.92826099999999 40.669588, -73.931033 40.669738, -73.93086799999999 40.671474))"
862,1500000US360470349002,360470349002,"Block Group 2, Census Tract 349, Kings County, New York",434,103,42,11,25,88,21,10,5,0,26,65,31,0,7,0,0,"POLYGON ((-73.931119 40.668798, -73.931033 40.669738, -73.92826099999999 40.669588, -73.928443 40.667672, -73.931214 40.667825, -73.931119 40.668798))"
863,1500000US360470349003,360470349003,"Block Group 3, Census Tract 349, Kings County, New York",533,133,54,26,35,60,31,28,18,42,10,36,31,0,19,0,10,"POLYGON ((-73.931214 40.667825, -73.928443 40.667672, -73.92859799999999 40.66597, -73.931381 40.666126, -73.931214 40.667825))"
864,1500000US360470349004,360470349004,"Block Group 4, Census Tract 349, Kings County, New York",410,59,30,40,27,20,0,37,12,17,68,65,0,26,0,9,0,"POLYGON ((-73.931381 40.666126, -73.92859799999999 40.66597, -73.92868299999999 40.665086, -73.931455 40.665234, -73.931381 40.666126))"
865,1500000US360470350001,360470350001,"Block Group 1, Census Tract 350, Kings County, New York",1569,337,200,121,98,111,91,68,68,83,106,125,64,34,28,0,35,"POLYGON ((-73.977941 40.579626, -73.97621199999999 40.579828, -73.97654899999999 40.575988, -73.978115 40.575776, -73.977941 40.579626))"
866,1500000US360470351001,360470351001,"Block Group 1, Census Tract 351, Kings County, New York",431,79,44,35,40,25,36,45,29,29,16,19,28,0,0,6,0,"POLYGON ((-73.933635 40.671626, -73.93086799999999 40.671474, -73.931033 40.669738, -73.933798 40.669891, -73.933635 40.671626))"
867,1500000US360470351002,360470351002,"Block Group 2, Census Tract 351, Kings County, New York",520,122,60,35,38,49,37,17,30,18,15,71,8,20,0,0,0,"POLYGON ((-73.933888 40.66895, -73.933798 40.669891, -73.931033 40.669738, -73.931119 40.668798, -73.931214 40.667825, -73.933982 40.667976, -73.933888 40.66895))"
868,1500000US360470351003,360470351003,"Block Group 3, Census Tract 351, Kings County, New York",725,173,87,57,28,63,59,26,17,68,23,49,53,6,0,16,0,"POLYGON ((-73.933982 40.667976, -73.931214 40.667825, -73.931381 40.666126, -73.931455 40.665234, -73.934224 40.665378, -73.933982 40.667976))"
869,1500000US360470352001,360470352001,"Block Group 1, Census Tract 352, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((-74.00236599999999 40.572318, -74.00008799999999 40.57180899999999, -73.994726 40.57152, -73.991387 40.571656, -73.991743 40.57342999999999, -73.98968599999999 40.574004, -73.985573 40.57515, -73.98346099999999 40.575411, -73.981202 40.575565, -73.976619 40.575301, -73.973451 40.574799, -73.973028 40.57605, -73.970781 40.575788, -73.96992 40.57558299999999, -73.968868 40.575236, -73.96675399999999 40.574833, -73.96471099999999 40.574782, -73.962881 40.574983, -73.961034 40.575076, -73.959414 40.57515799999999, -73.95942223594291 40.5740168643515, -73.9820844563704 40.5714138101483, -73.9907535993926 40.57041804500449, -73.99134599999999 40.57035, -74.0020519616197 40.5706228970609, -74.00236599999999 40.572318))"
870,1500000US360470352002,360470352002,"Block Group 2, Census Tract 352, Kings County, New York",445,249,93,39,27,0,6,6,0,19,0,6,0,0,0,0,0,
871,1500000US360470353001,360470353001,"Block Group 1, Census Tract 353, Kings County, New York",563,166,48,64,49,20,33,29,22,0,89,35,0,8,0,0,0,"POLYGON ((-73.93648999999999 40.670886, -73.93640599999999 40.671774, -73.933635 40.671626, -73.933798 40.669891, -73.93656899999999 40.670041, -73.93648999999999 40.670886))"
872,1500000US360470353002,360470353002,"Block Group 2, Census Tract 353, Kings County, New York",582,127,84,29,54,72,74,18,25,11,14,13,37,14,0,0,10,"POLYGON ((-73.936657 40.669101, -73.93656899999999 40.670041, -73.933798 40.669891, -73.933888 40.66895, -73.933982 40.667976, -73.93674899999999 40.668128, -73.936657 40.669101))"
873,1500000US360470353003,360470353003,"Block Group 3, Census Tract 353, Kings County, New York",686,98,39,53,17,95,43,23,127,10,79,0,50,14,0,29,9,"POLYGON ((-73.93690699999999 40.666426, -73.93674899999999 40.668128, -73.933982 40.667976, -73.934224 40.665378, -73.936984 40.665536, -73.93690699999999 40.666426))"
874,1500000US360470354001,360470354001,"Block Group 1, Census Tract 354, Kings County, New York",1120,146,98,67,118,64,117,80,40,27,53,113,110,52,27,0,8,"POLYGON ((-73.974498 40.581874, -73.97461799999999 40.582786, -73.974638 40.58311399999999, -73.97084599999999 40.58382, -73.96906299999999 40.584, -73.96661399999999 40.584575, -73.96677699999999 40.583904, -73.966894 40.583348, -73.967332 40.581531, -73.97113399999999 40.582019, -73.971834 40.579805, -73.97468599999999 40.579977, -73.974498 40.581874))"
875,1500000US360470354002,360470354002,"Block Group 2, Census Tract 354, Kings County, New York",1746,236,243,205,151,160,46,87,83,56,117,136,114,47,26,31,8,"POLYGON ((-73.97621199999999 40.579828, -73.97468599999999 40.579977, -73.971834 40.579805, -73.972123 40.578889, -73.972852 40.576593, -73.97430899999999 40.57659, -73.97654899999999 40.575988, -73.97621199999999 40.579828))"
876,1500000US360470355001,360470355001,"Block Group 1, Census Tract 355, Kings County, New York",694,204,33,58,0,76,20,81,32,32,59,27,38,30,0,4,0,"POLYGON ((-73.934224 40.665378, -73.931455 40.665234, -73.92868299999999 40.665086, -73.928544 40.66457399999999, -73.92940299999999 40.664199, -73.931539 40.664343, -73.93430599999999 40.664495, -73.934224 40.665378))"
