,GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,geometry
0,Id,Id2,Geography,Estimate; Total:,"Estimate; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more",
1196,1500000US360470484002,360470484002,"Block Group 2, Census Tract 484, Kings County, New York",441,16,0,19,0,73,22,30,56,16,59,31,59,9,0,34,17,"POLYGON ((-73.975962 40.635779, -73.97410599999999 40.635981, -73.973654 40.633591, -73.972419 40.632992, -73.97431899999999 40.632091, -73.97551 40.633386, -73.975962 40.635779))"
1197,1500000US360470484003,360470484003,"Block Group 3, Census Tract 484, Kings County, New York",403,29,45,35,71,7,24,40,22,36,23,34,15,15,0,0,7,"POLYGON ((-73.976888 40.635675, -73.975962 40.635779, -73.97551 40.633386, -73.97431899999999 40.632091, -73.976049 40.631276, -73.976888 40.635675))"
1198,1500000US360470485001,360470485001,"Block Group 1, Census Tract 485, Kings County, New York",319,0,11,0,25,29,25,0,8,0,25,15,55,11,36,23,56,"POLYGON ((-73.94068799999999 40.711962, -73.93480199999999 40.713373, -73.93229699999999 40.707749, -73.933919 40.707487, -73.933594 40.706371, -73.939432 40.705256, -73.939037 40.70626499999999, -73.938705 40.707015, -73.938864 40.708495, -73.93995799999999 40.70839, -73.94007599999999 40.709102, -73.940423 40.711218, -73.94068799999999 40.711962))"
1199,1500000US360470485002,360470485002,"Block Group 2, Census Tract 485, Kings County, New York",578,10,0,37,71,0,27,19,16,11,32,108,96,57,58,22,14,"POLYGON ((-73.939432 40.705256, -73.933594 40.706371, -73.932698 40.703171, -73.93352299999999 40.702849, -73.93395099999999 40.70267399999999, -73.936982 40.70191, -73.93778399999999 40.703525, -73.938599 40.704066, -73.939313 40.704815, -73.939432 40.705256))"
1200,1500000US360470486001,360470486001,"Block Group 1, Census Tract 486, Kings County, New York",347,12,17,54,63,7,25,0,22,7,32,26,26,23,5,22,6,"POLYGON ((-73.97944199999999 40.642796, -73.97832699999999 40.643268, -73.97779799999999 40.640455, -73.97734299999999 40.638067, -73.978634 40.637911, -73.97944199999999 40.642796))"
1201,1500000US360470486002,360470486002,"Block Group 2, Census Tract 486, Kings County, New York",322,46,11,23,11,27,15,8,0,15,52,28,27,40,14,5,0,"POLYGON ((-73.978634 40.637911, -73.97734299999999 40.638067, -73.976415 40.638168, -73.975962 40.635779, -73.976888 40.635675, -73.978022 40.635553, -73.978634 40.637911))"
1202,1500000US360470486003,360470486003,"Block Group 3, Census Tract 486, Kings County, New York",244,27,16,17,56,30,0,14,18,13,0,14,0,0,17,22,0,"POLYGON ((-73.98042 40.642385, -73.97944199999999 40.642796, -73.978634 40.637911, -73.978022 40.635553, -73.979112 40.63544, -73.97938599999999 40.636932, -73.979874 40.639518, -73.98042 40.642385))"
1203,1500000US360470488001,360470488001,"Block Group 1, Census Tract 488, Kings County, New York",444,0,29,7,62,0,15,0,9,25,30,13,70,40,47,82,15,"POLYGON ((-73.97832699999999 40.643268, -73.97657699999999 40.644004, -73.97639599999999 40.643051, -73.975944 40.640659, -73.97686899999999 40.640556, -73.97779799999999 40.640455, -73.97832699999999 40.643268))"
1204,1500000US360470488002,360470488002,"Block Group 2, Census Tract 488, Kings County, New York",312,25,33,63,16,41,0,7,13,0,12,8,33,45,9,7,0,"POLYGON ((-73.97779799999999 40.640455, -73.97686899999999 40.640556, -73.975944 40.640659, -73.975488 40.63827, -73.976415 40.638168, -73.97734299999999 40.638067, -73.97779799999999 40.640455))"
1205,1500000US360470488003,360470488003,"Block Group 3, Census Tract 488, Kings County, New York",670,42,74,115,30,46,28,17,8,18,44,51,61,33,16,15,72,"POLYGON ((-73.975944 40.640659, -73.973941 40.640882, -73.97346499999999 40.638495, -73.97456199999999 40.638373, -73.975488 40.63827, -73.975944 40.640659))"
1206,1500000US360470489001,360470489001,"Block Group 1, Census Tract 489, Kings County, New York",457,97,57,103,10,14,0,39,17,80,17,23,0,0,0,0,0,"POLYGON ((-73.94103 40.704637, -73.939313 40.704815, -73.938599 40.704066, -73.938857 40.703079, -73.940726 40.702901, -73.94103 40.704637))"
1207,1500000US360470489002,360470489002,"Block Group 2, Census Tract 489, Kings County, New York",383,57,109,47,10,68,27,34,18,0,13,0,0,0,0,0,0,"POLYGON ((-73.938599 40.704066, -73.93778399999999 40.703525, -73.936982 40.70191, -73.93763 40.701739, -73.938857 40.703079, -73.938599 40.704066))"
1208,1500000US360470489003,360470489003,"Block Group 3, Census Tract 489, Kings County, New York",623,216,68,23,48,65,44,9,33,0,43,39,35,0,0,0,0,"POLYGON ((-73.940726 40.702901, -73.938857 40.703079, -73.93763 40.701739, -73.94042 40.701077, -73.940726 40.702901))"
1209,1500000US360470490001,360470490001,"Block Group 1, Census Tract 490, Kings County, New York",1087,17,154,134,57,56,90,9,93,40,105,147,117,0,21,14,33,"POLYGON ((-73.973941 40.640882, -73.971192 40.641183, -73.97073999999999 40.63879499999999, -73.970291 40.636407, -73.971361 40.636286, -73.971813 40.63867399999999, -73.97346499999999 40.638495, -73.973941 40.640882))"
1210,1500000US360470490002,360470490002,"Block Group 2, Census Tract 490, Kings County, New York",816,103,66,86,97,47,31,52,5,36,107,39,24,27,39,28,29,"POLYGON ((-73.97456199999999 40.638373, -73.97346499999999 40.638495, -73.971813 40.63867399999999, -73.971361 40.636286, -73.97410599999999 40.635981, -73.97456199999999 40.638373))"
1211,1500000US360470490003,360470490003,"Block Group 3, Census Tract 490, Kings County, New York",177,61,41,0,0,13,16,0,0,4,16,13,13,0,0,0,0,"POLYGON ((-73.976415 40.638168, -73.975488 40.63827, -73.97456199999999 40.638373, -73.97410599999999 40.635981, -73.975962 40.635779, -73.976415 40.638168))"
1212,1500000US360470491001,360470491001,"Block Group 1, Census Tract 491, Kings County, New York",702,55,70,72,39,35,128,16,10,68,46,83,27,0,16,37,0,"POLYGON ((-73.94983599999999 40.705229, -73.947981 40.705442, -73.946265 40.705604, -73.94585499999999 40.702987, -73.947052 40.703664, -73.94785299999999 40.704111, -73.949254 40.704896, -73.94983599999999 40.705229))"
1213,1500000US360470491002,360470491002,"Block Group 2, Census Tract 491, Kings County, New York",262,18,45,0,35,56,0,0,18,19,17,37,17,0,0,0,0,"POLYGON ((-73.942734 40.704473, -73.94103 40.704637, -73.940726 40.702901, -73.94042 40.701077, -73.941931 40.700725, -73.942201 40.700891, -73.942734 40.704473))"
1214,1500000US360470491003,360470491003,"Block Group 3, Census Tract 491, Kings County, New York",653,76,33,102,36,0,39,65,69,101,18,20,31,17,46,0,0,"POLYGON ((-73.94456699999999 40.705021, -73.94284999999999 40.705182, -73.942734 40.704473, -73.942201 40.700891, -73.94400499999999 40.70196199999999, -73.94456699999999 40.705021))"
1215,1500000US360470491004,360470491004,"Block Group 4, Census Tract 491, Kings County, New York",775,58,94,28,71,97,93,15,0,103,49,69,9,14,64,11,0,"POLYGON ((-73.946265 40.705604, -73.94456699999999 40.705021, -73.94400499999999 40.70196199999999, -73.94544999999999 40.70276, -73.94585499999999 40.702987, -73.946265 40.705604))"
1216,1500000US360470492001,360470492001,"Block Group 1, Census Tract 492, Kings County, New York",351,38,40,49,31,17,0,0,0,0,39,87,21,7,22,0,0,"POLYGON ((-73.97208599999999 40.645863, -73.971744 40.646001, -73.97084099999999 40.646378, -73.970546 40.645317, -73.970089 40.643746, -73.97071699999999 40.643677, -73.97026699999999 40.641283, -73.971192 40.641183, -73.971648 40.643573, -73.971946 40.645164, -73.97208599999999 40.645863))"
1217,1500000US360470492002,360470492002,"Block Group 2, Census Tract 492, Kings County, New York",354,66,0,0,4,0,67,0,0,52,0,8,96,0,32,19,10,"POLYGON ((-73.971192 40.641183, -73.97026699999999 40.641283, -73.97071699999999 40.643677, -73.970089 40.643746, -73.96948399999999 40.64169, -73.969399 40.641383, -73.968791 40.639256, -73.968722 40.639018, -73.969814 40.638895, -73.97073999999999 40.63879499999999, -73.971192 40.641183))"
1218,1500000US360470492003,360470492003,"Block Group 3, Census Tract 492, Kings County, New York",416,106,73,13,17,0,36,0,23,11,18,8,43,0,15,26,27,"POLYGON ((-73.97073999999999 40.63879499999999, -73.969814 40.638895, -73.968722 40.639018, -73.96822399999999 40.637297, -73.96803899999999 40.636651, -73.970291 40.636407, -73.97073999999999 40.63879499999999))"
1219,1500000US360470493001,360470493001,"Block Group 1, Census Tract 493, Kings County, New York",1075,347,100,130,82,36,51,63,0,15,0,92,23,114,0,10,12,"POLYGON ((-73.943788 40.710901, -73.942105 40.71106, -73.940423 40.711218, -73.94007599999999 40.709102, -73.94344 40.70878099999999, -73.943788 40.710901))"
1220,1500000US360470493002,360470493002,"Block Group 2, Census Tract 493, Kings County, New York",674,22,0,42,21,37,82,43,60,0,112,85,129,16,25,0,0,"POLYGON ((-73.94344 40.70878099999999, -73.94007599999999 40.709102, -73.93995799999999 40.70839, -73.941518 40.707493, -73.943202 40.707335, -73.94344 40.70878099999999))"
1221,1500000US360470493003,360470493003,"Block Group 3, Census Tract 493, Kings County, New York",322,12,0,44,72,0,11,0,0,55,55,42,31,0,0,0,0,"POLYGON ((-73.941518 40.707493, -73.93995799999999 40.70839, -73.938864 40.708495, -73.938705 40.707015, -73.94139899999999 40.706758, -73.941518 40.707493))"
1222,1500000US360470493004,360470493004,"Block Group 4, Census Tract 493, Kings County, New York",490,47,0,122,95,67,0,22,46,55,8,10,0,18,0,0,0,"POLYGON ((-73.94139899999999 40.706758, -73.938705 40.707015, -73.939037 40.70626499999999, -73.939432 40.705256, -73.939313 40.704815, -73.94103 40.704637, -73.94139899999999 40.706758))"
1223,1500000US360470493005,360470493005,"Block Group 5, Census Tract 493, Kings County, New York",567,150,54,50,44,13,41,0,0,40,94,17,0,35,12,0,17,"POLYGON ((-73.943202 40.707335, -73.941518 40.707493, -73.94139899999999 40.706758, -73.94103 40.704637, -73.942734 40.704473, -73.94284999999999 40.705182, -73.943202 40.707335))"
1224,1500000US360470494001,360470494001,"Block Group 1, Census Tract 494, Kings County, New York",503,21,67,43,0,0,78,9,0,91,0,27,98,32,18,19,0,"POLYGON ((-73.97465699999999 40.644806, -73.973101 40.645451, -73.97208599999999 40.645863, -73.971946 40.645164, -73.971648 40.643573, -73.97272 40.643456, -73.97437499999999 40.643274, -73.97465699999999 40.644806))"
1225,1500000US360470494002,360470494002,"Block Group 2, Census Tract 494, Kings County, New York",502,97,48,26,26,0,0,22,0,79,47,56,36,18,0,8,39,"POLYGON ((-73.97437499999999 40.643274, -73.97272 40.643456, -73.971648 40.643573, -73.971192 40.641183, -73.973941 40.640882, -73.97437499999999 40.643274))"
1226,1500000US360470494003,360470494003,"Block Group 3, Census Tract 494, Kings County, New York",671,54,71,80,24,19,12,27,51,25,0,36,84,83,52,11,42,"POLYGON ((-73.97639599999999 40.643051, -73.97437499999999 40.643274, -73.973941 40.640882, -73.975944 40.640659, -73.97639599999999 40.643051))"
1227,1500000US360470494004,360470494004,"Block Group 4, Census Tract 494, Kings County, New York",407,72,63,0,29,0,0,0,53,0,23,82,0,17,26,42,0,"POLYGON ((-73.97657699999999 40.644004, -73.97465699999999 40.644806, -73.97437499999999 40.643274, -73.97639599999999 40.643051, -73.97657699999999 40.644004))"
1228,1500000US360470495001,360470495001,"Block Group 1, Census Tract 495, Kings County, New York",407,52,27,0,38,0,0,0,11,27,16,63,35,73,20,25,20,"POLYGON ((-73.942583 40.713955, -73.94171299999999 40.714007, -73.941041 40.712666, -73.94068799999999 40.711962, -73.940423 40.711218, -73.942105 40.71106, -73.942228 40.711801, -73.942583 40.713955))"
1229,1500000US360470495002,360470495002,"Block Group 2, Census Tract 495, Kings County, New York",427,38,38,0,0,39,20,4,39,0,8,0,110,37,54,11,29,"POLYGON ((-73.944265 40.71379599999999, -73.942583 40.713955, -73.942228 40.711801, -73.942105 40.71106, -73.943788 40.710901, -73.943911 40.711641, -73.944265 40.71379599999999))"
1230,1500000US360470495003,360470495003,"Block Group 3, Census Tract 495, Kings County, New York",428,56,18,0,13,28,48,13,0,44,28,20,0,26,11,66,57,"POLYGON ((-73.945949 40.713638, -73.944265 40.71379599999999, -73.943911 40.711641, -73.943788 40.710901, -73.945475 40.71074, -73.94559599999999 40.711481, -73.945949 40.713638))"
1231,1500000US360470496001,360470496001,"Block Group 1, Census Tract 496, Kings County, New York",571,0,38,0,41,27,31,0,11,0,82,49,142,53,24,33,40,"POLYGON ((-73.97987999999999 40.645109, -73.977774 40.645342, -73.97482699999999 40.645664, -73.97465699999999 40.644806, -73.97657699999999 40.644004, -73.97832699999999 40.643268, -73.97944199999999 40.642796, -73.97987999999999 40.645109))"
1232,1500000US360470496002,360470496002,"Block Group 2, Census Tract 496, Kings County, New York",441,76,18,40,0,20,10,18,9,5,86,27,71,7,5,49,0,"POLYGON ((-73.983976 40.643812, -73.980915 40.644991, -73.97987999999999 40.645109, -73.97944199999999 40.642796, -73.98042 40.642385, -73.983119 40.64254, -73.983976 40.643812))"
1233,1500000US360470496003,360470496003,"Block Group 3, Census Tract 496, Kings County, New York",355,53,9,0,24,0,64,0,4,0,0,83,54,54,0,10,0,"POLYGON ((-73.983976 40.643812, -73.983119 40.64254, -73.98042 40.642385, -73.98299399999999 40.64132499999999, -73.98589699999999 40.643068, -73.983976 40.643812))"
1234,1500000US360470497001,360470497001,"Block Group 1, Census Tract 497, Kings County, New York",431,19,42,27,0,33,36,0,8,0,44,40,50,38,27,47,20,"POLYGON ((-73.946744 40.718548, -73.943427 40.718934, -73.943285 40.718226, -73.94316999999999 40.717517, -73.94485 40.717357, -73.946533 40.717198, -73.94672299999999 40.718392, -73.946744 40.718548))"
1235,1500000US360470497002,360470497002,"Block Group 2, Census Tract 497, Kings County, New York",416,18,46,40,20,11,0,18,0,0,0,59,45,99,0,9,51,"POLYGON ((-73.94485 40.717357, -73.94316999999999 40.717517, -73.94268699999999 40.714692, -73.942066 40.714729, -73.94171299999999 40.714007, -73.942583 40.713955, -73.944265 40.71379599999999, -73.944388 40.714532, -73.94485 40.717357))"
1236,1500000US360470497003,360470497003,"Block Group 3, Census Tract 497, Kings County, New York",597,71,0,51,18,19,8,35,18,14,39,20,101,41,35,70,57,"POLYGON ((-73.946533 40.717198, -73.94485 40.717357, -73.944388 40.714532, -73.944265 40.71379599999999, -73.945949 40.713638, -73.94606999999999 40.714372, -73.946186 40.715067, -73.946533 40.717198))"
1237,1500000US360470498001,360470498001,"Block Group 1, Census Tract 498, Kings County, New York",620,38,98,9,20,31,66,39,31,25,27,69,56,61,23,19,8,"POLYGON ((-73.98180499999999 40.647128, -73.98029099999999 40.64729699999999, -73.978191 40.647526, -73.977774 40.645342, -73.97987999999999 40.645109, -73.980915 40.644991, -73.981199 40.646496, -73.98307299999999 40.646625, -73.98180499999999 40.647128))"
1238,1500000US360470498002,360470498002,"Block Group 2, Census Tract 498, Kings County, New York",650,11,23,47,35,0,52,24,26,22,85,110,90,34,28,47,16,"POLYGON ((-73.98528399999999 40.645768, -73.98307299999999 40.646625, -73.981199 40.646496, -73.980915 40.644991, -73.983976 40.643812, -73.98528399999999 40.645768))"
1239,1500000US360470498003,360470498003,"Block Group 3, Census Tract 498, Kings County, New York",322,45,38,39,21,0,7,17,35,11,0,13,21,50,0,17,8,"POLYGON ((-73.98835 40.644562, -73.98528399999999 40.645768, -73.983976 40.643812, -73.98589699999999 40.643068, -73.98673099999999 40.643574, -73.98835 40.644562))"
1240,1500000US360470499001,360470499001,"Block Group 1, Census Tract 499, Kings County, New York",364,22,41,0,15,21,3,8,20,26,4,44,85,59,10,0,6,"POLYGON ((-73.949078 40.72254, -73.946275 40.722863, -73.945015 40.723004, -73.94479699999999 40.721681, -73.948875 40.721292, -73.949078 40.72254))"
1241,1500000US360470499002,360470499002,"Block Group 2, Census Tract 499, Kings County, New York",469,14,21,21,0,22,80,0,21,5,60,44,57,18,42,31,33,"POLYGON ((-73.948875 40.721292, -73.94479699999999 40.721681, -73.944405 40.72024, -73.94679099999999 40.718821, -73.94841599999999 40.718455, -73.948875 40.721292))"
1242,1500000US360470500001,360470500001,"Block Group 1, Census Tract 500, Kings County, New York",464,66,25,0,36,0,19,38,0,10,27,77,25,93,0,27,21,"POLYGON ((-73.980712 40.649524, -73.97871599999999 40.650292, -73.978191 40.647526, -73.98029099999999 40.64729699999999, -73.98036399999999 40.647694, -73.980712 40.649524))"
1243,1500000US360470500002,360470500002,"Block Group 2, Census Tract 500, Kings County, New York",363,28,40,13,32,17,0,24,43,11,10,17,36,51,10,0,31,"POLYGON ((-73.97871599999999 40.650292, -73.97634699999999 40.65122, -73.975533 40.649698, -73.974959 40.647796, -73.97517599999999 40.647818, -73.978191 40.647526, -73.97871599999999 40.650292))"
1244,1500000US360470500003,360470500003,"Block Group 3, Census Tract 500, Kings County, New York",694,49,27,40,0,0,22,0,23,38,62,87,72,196,21,36,21,"POLYGON ((-73.978191 40.647526, -73.97517599999999 40.647818, -73.97482699999999 40.645664, -73.977774 40.645342, -73.978191 40.647526))"
1245,1500000US360470501001,360470501001,"Block Group 1, Census Tract 501, Kings County, New York",402,0,33,0,0,7,0,29,10,22,32,42,89,51,28,26,33,"POLYGON ((-73.94824799999999 40.717421, -73.94672299999999 40.718392, -73.946533 40.717198, -73.946186 40.715067, -73.947833 40.714914, -73.947954 40.71561699999999, -73.94824799999999 40.717421))"
1246,1500000US360470501002,360470501002,"Block Group 2, Census Tract 501, Kings County, New York",438,0,36,40,33,28,36,9,28,10,48,0,34,36,21,38,41,"POLYGON ((-73.949482 40.714755, -73.947954 40.71561699999999, -73.947833 40.714914, -73.946186 40.715067, -73.94606999999999 40.714372, -73.94771899999999 40.714216, -73.949372 40.714067, -73.949482 40.714755))"
1247,1500000US360470501003,360470501003,"Block Group 3, Census Tract 501, Kings County, New York",498,8,0,34,18,14,7,10,41,23,48,121,79,41,0,45,9,"POLYGON ((-73.953485 40.71406899999999, -73.952754 40.71473599999999, -73.951842 40.715442, -73.94832199999999 40.717865, -73.94841599999999 40.718455, -73.94679099999999 40.718821, -73.946744 40.718548, -73.94672299999999 40.718392, -73.94824799999999 40.717421, -73.947954 40.71561699999999, -73.949482 40.714755, -73.949372 40.714067, -73.951624 40.714066, -73.95291 40.714061, -73.953485 40.71406899999999))"
1248,1500000US360470502021,360470502021,"Block Group 1, Census Tract 502.02, Kings County, New York",519,8,11,12,13,51,11,13,0,34,11,43,121,48,10,0,133,"POLYGON ((-73.97642399999999 40.654535, -73.97430199999999 40.655367, -73.97355499999999 40.655644, -73.973051 40.653913, -73.97608199999999 40.652735, -73.97642399999999 40.654535))"
1249,1500000US360470502022,360470502022,"Block Group 2, Census Tract 502.02, Kings County, New York",581,117,25,17,0,9,8,21,0,6,22,98,121,50,32,22,33,"POLYGON ((-73.978039 40.654747, -73.97657099999999 40.655311, -73.97642399999999 40.654535, -73.97608199999999 40.652735, -73.973051 40.653913, -73.972683 40.652639, -73.97634699999999 40.65122, -73.977333 40.653043, -73.978039 40.654747))"
1250,1500000US360470503001,360470503001,"Block Group 1, Census Tract 503, Kings County, New York",493,8,20,59,8,27,6,0,57,0,23,100,41,45,17,0,82,"POLYGON ((-73.94771899999999 40.714216, -73.94606999999999 40.714372, -73.945949 40.713638, -73.94559599999999 40.711481, -73.947245 40.711324, -73.94771899999999 40.714216))"
1251,1500000US360470503002,360470503002,"Block Group 2, Census Tract 503, Kings County, New York",314,66,46,61,0,9,0,0,10,27,9,0,13,36,29,8,0,"POLYGON ((-73.948892 40.711168, -73.947245 40.711324, -73.94559599999999 40.711481, -73.945475 40.71074, -73.946973 40.709894, -73.948655 40.709725, -73.948892 40.711168))"
1252,1500000US360470503003,360470503003,"Block Group 3, Census Tract 503, Kings County, New York",387,8,14,0,8,0,16,19,18,9,19,37,80,57,44,49,9,"POLYGON ((-73.949372 40.714067, -73.94771899999999 40.714216, -73.947245 40.711324, -73.948892 40.711168, -73.94913099999999 40.712612, -73.949372 40.714067))"
1253,1500000US360470504001,360470504001,"Block Group 1, Census Tract 504, Kings County, New York",569,0,50,57,34,17,0,47,8,21,14,27,75,97,16,45,61,"POLYGON ((-73.97634699999999 40.65122, -73.972683 40.652639, -73.97261999999999 40.650835, -73.974549 40.65020000000001, -73.975533 40.649698, -73.97634699999999 40.65122))"
1254,1500000US360470504002,360470504002,"Block Group 2, Census Tract 504, Kings County, New York",611,10,0,14,0,21,54,20,50,16,11,62,135,46,91,35,46,"POLYGON ((-73.975533 40.649698, -73.974549 40.65020000000001, -73.97261999999999 40.650835, -73.972082 40.650635, -73.971397 40.648258, -73.97339199999999 40.647581, -73.974959 40.647796, -73.975533 40.649698))"
1255,1500000US360470504003,360470504003,"Block Group 3, Census Tract 504, Kings County, New York",813,37,12,8,49,8,19,49,20,0,64,99,140,168,51,67,22,"POLYGON ((-73.974959 40.647796, -73.97339199999999 40.647581, -73.971397 40.648258, -73.971211 40.64762, -73.97084099999999 40.646378, -73.971744 40.646001, -73.97208599999999 40.645863, -73.973101 40.645451, -73.97465699999999 40.644806, -73.97482699999999 40.645664, -73.97517599999999 40.647818, -73.974959 40.647796))"
1256,1500000US360470505001,360470505001,"Block Group 1, Census Tract 505, Kings County, New York",650,118,157,133,71,8,60,10,37,0,10,34,12,0,0,0,0,"POLYGON ((-73.946973 40.709894, -73.945475 40.71074, -73.943788 40.710901, -73.94344 40.70878099999999, -73.94675599999999 40.708466, -73.946973 40.709894))"
1257,1500000US360470505002,360470505002,"Block Group 2, Census Tract 505, Kings County, New York",553,98,27,96,49,0,8,17,50,26,24,73,13,56,11,5,0,"POLYGON ((-73.94675599999999 40.708466, -73.94344 40.70878099999999, -73.943202 40.707335, -73.946523 40.707011, -73.94675599999999 40.708466))"
1258,1500000US360470505003,360470505003,"Block Group 3, Census Tract 505, Kings County, New York",642,76,128,82,62,87,32,13,30,0,22,41,13,48,8,0,0,"POLYGON ((-73.946523 40.707011, -73.943202 40.707335, -73.94284999999999 40.705182, -73.94456699999999 40.705021, -73.946265 40.705604, -73.946523 40.707011))"
1259,1500000US360470506001,360470506001,"Block Group 1, Census Tract 506, Kings County, New York",407,86,48,15,0,73,63,0,0,9,14,18,26,20,23,12,0,"POLYGON ((-73.964355 40.651005, -73.96302 40.651532, -73.962186 40.649789, -73.963075 40.64944, -73.963984 40.649085, -73.964355 40.651005))"
1260,1500000US360470506002,360470506002,"Block Group 2, Census Tract 506, Kings County, New York",403,24,14,47,26,7,25,39,23,0,47,23,64,24,6,26,8,"POLYGON ((-73.967028 40.64994799999999, -73.964654 40.650887, -73.964355 40.651005, -73.963984 40.649085, -73.96490299999999 40.64872099999999, -73.96666499999999 40.648029, -73.967028 40.64994799999999))"
1261,1500000US360470506003,360470506003,"Block Group 3, Census Tract 506, Kings County, New York",545,57,7,98,0,62,37,57,49,0,11,92,11,0,55,9,0,"POLYGON ((-73.96879299999999 40.649249, -73.967028 40.64994799999999, -73.96666499999999 40.648029, -73.967546 40.647683, -73.968428 40.647335, -73.96879299999999 40.649249))"
1262,1500000US360470506004,360470506004,"Block Group 4, Census Tract 506, Kings County, New York",479,78,38,20,16,8,0,7,20,24,14,55,79,83,14,23,0,"POLYGON ((-73.971397 40.648258, -73.96879299999999 40.649249, -73.968428 40.647335, -73.97084099999999 40.646378, -73.971211 40.64762, -73.971397 40.648258))"
1263,1500000US360470507001,360470507001,"Block Group 1, Census Tract 507, Kings County, New York",471,32,136,30,35,18,33,32,19,37,16,24,21,23,15,0,0,"POLYGON ((-73.95128799999999 40.700922, -73.94937899999999 40.70215899999999, -73.947052 40.703664, -73.94585499999999 40.702987, -73.94544999999999 40.70276, -73.94400499999999 40.70196199999999, -73.942201 40.700891, -73.941931 40.700725, -73.944388 40.700425, -73.94712799999999 40.700123, -73.950091 40.699791, -73.95128799999999 40.700922))"
1264,1500000US360470508011,360470508011,"Block Group 1, Census Tract 508.01, Kings County, New York",447,29,13,27,99,0,38,16,19,23,30,45,93,15,0,0,0,"POLYGON ((-73.96302 40.651532, -73.96140699999999 40.65217, -73.96100799999999 40.650082, -73.962186 40.649789, -73.96302 40.651532))"
1265,1500000US360470508012,360470508012,"Block Group 2, Census Tract 508.01, Kings County, New York",886,81,184,46,40,36,9,63,23,36,110,54,131,46,9,18,0,"POLYGON ((-73.96140699999999 40.65217, -73.959329 40.652928, -73.95892599999999 40.651212, -73.95870699999999 40.65038699999999, -73.96100799999999 40.650082, -73.96140699999999 40.65217))"
1266,1500000US360470508031,360470508031,"Block Group 1, Census Tract 508.03, Kings County, New York",883,110,54,87,45,40,28,30,64,15,74,109,126,70,22,0,9,"POLYGON ((-73.9619 40.654871, -73.961691 40.654951, -73.959861 40.655635, -73.95969599999999 40.654839, -73.959329 40.652928, -73.96140699999999 40.65217, -73.961597 40.653173, -73.961726 40.65389, -73.961759 40.65407099999999, -73.9619 40.654871))"
1267,1500000US360470508041,360470508041,"Block Group 1, Census Tract 508.04, Kings County, New York",470,25,47,12,11,45,2,60,16,43,0,96,51,21,41,0,0,"POLYGON ((-73.966213 40.653189, -73.9619 40.654871, -73.961759 40.65407099999999, -73.961726 40.65389, -73.962068 40.653949, -73.965751 40.6525, -73.966213 40.653189))"
1268,1500000US360470508042,360470508042,"Block Group 2, Census Tract 508.04, Kings County, New York",885,120,67,38,13,7,130,0,12,113,75,18,178,66,48,0,0,"POLYGON ((-73.965751 40.6525, -73.962068 40.653949, -73.961726 40.65389, -73.961597 40.653173, -73.965242 40.651742, -73.965751 40.6525))"
1269,1500000US360470508043,360470508043,"Block Group 3, Census Tract 508.04, Kings County, New York",992,81,114,31,18,118,0,63,0,30,163,177,71,61,0,65,0,"POLYGON ((-73.965242 40.651742, -73.961597 40.653173, -73.96140699999999 40.65217, -73.96302 40.651532, -73.964355 40.651005, -73.964654 40.650887, -73.965242 40.651742))"
1270,1500000US360470509001,360470509001,"Block Group 1, Census Tract 509, Kings County, New York",283,50,33,39,16,29,51,13,9,20,7,0,4,4,8,0,0,"POLYGON ((-73.95190000000001 40.704418, -73.950237 40.705473, -73.94983599999999 40.705229, -73.949254 40.704896, -73.94785299999999 40.704111, -73.947052 40.703664, -73.94937899999999 40.70215899999999, -73.95064099999999 40.703287, -73.95190000000001 40.704418))"
1271,1500000US360470509002,360470509002,"Block Group 2, Census Tract 509, Kings County, New York",365,47,10,51,41,14,22,20,24,0,8,18,59,34,5,0,12,"POLYGON ((-73.953812 40.703181, -73.95190000000001 40.704418, -73.95064099999999 40.703287, -73.94937899999999 40.70215899999999, -73.95128799999999 40.700922, -73.951921 40.701487, -73.952551 40.702051, -73.953181 40.702617, -73.953812 40.703181))"
1272,1500000US360470510011,360470510011,"Block Group 1, Census Tract 510.01, Kings County, New York",601,73,0,9,10,46,39,60,54,0,33,131,95,50,1,0,0,"POLYGON ((-73.96167199999999 40.647115, -73.960471 40.647244, -73.960016 40.644853, -73.961214 40.644723, -73.96167199999999 40.647115))"
